NAME,GSS_CODE,HECTARES,NONLD_AREA,LB_GSS_CD,BOROUGH,POLY_ID,road_lengt,road_count,len_dens,road_dens,traffic_am,traf_dens,junc_amt,junc_dens,sumjunc_co,buff_dens,transit_am,trans_dens,tree_cnt,tree_dens,bkjnc_amt,bkjnc_dens,acc_amt,acc_dens
East Dulwich,E05000539,102.069,0.000,E09000028,Southwark,51269,19052.938396768382518,215.000000000000000,186.6672,2.1064,53433,523.4988,105,1.0287,241.0000000000000000,2.3611,29,0.2841,1183,11.5902,0,0.0000,18,0.1764
Peckham Rye,E05000547,225.242,0.000,E09000028,Southwark,117346,26107.954509353163303,315.000000000000000,115.9107,1.3985,0,0.0000,148,0.6571,388.0000000000000000,1.7226,39,0.1731,6602,29.3107,11,0.0488,15,0.0666
Camberwell Green,E05000535,97.461,0.000,E09000028,Southwark,117353,18409.034555750116851,264.000000000000000,188.8862,2.7088,93010,954.3305,128,1.3133,384.0000000000000000,3.9400,28,0.2873,1548,15.8833,6,0.0616,71,0.7285
Brunswick Park,E05000534,93.441,0.000,E09000028,Southwark,51222,16560.663028048704291,233.000000000000000,177.2312,2.4936,57285,613.0606,120,1.2842,342.0000000000000000,3.6601,14,0.1498,1773,18.9745,5,0.0535,23,0.2461
The Lane,E05000553,138.888,0.000,E09000028,Southwark,117351,25339.014695485540869,354.000000000000000,182.4421,2.5488,45085,324.6141,179,1.2888,457.0000000000000000,3.2904,44,0.3168,2091,15.0553,2,0.0144,58,0.4176
Nunhead,E05000545,132.840,0.000,E09000028,Southwark,117352,20203.911194196265569,232.000000000000000,152.0921,1.7465,20418,153.7037,111,0.8356,315.0000000000000000,2.3713,27,0.2033,1458,10.9756,2,0.0151,33,0.2484
Peckham,E05000546,86.966,0.000,E09000028,Southwark,51170,17451.521035723115347,256.000000000000000,200.6706,2.9437,24268,279.0516,123,1.4143,356.0000000000000000,4.0936,15,0.1725,1867,21.4682,3,0.0345,20,0.2300
Newington,E05000544,83.358,0.000,E09000028,Southwark,51180,15970.512317435046498,239.000000000000000,191.5894,2.8672,0,0.0000,121,1.4516,313.0000000000000000,3.7549,27,0.3239,1706,20.4659,5,0.0600,35,0.4199
Faraday,E05000541,87.815,0.000,E09000028,Southwark,51169,14759.962601308408921,234.000000000000000,168.0802,2.6647,17189,195.7410,113,1.2868,359.0000000000000000,4.0881,18,0.2050,2348,26.7380,5,0.0569,20,0.2278
East Walworth,E05000540,114.662,0.000,E09000028,Southwark,117348,18945.081384716359025,277.000000000000000,165.2255,2.4158,47057,410.3975,134,1.1687,513.0000000000000000,4.4740,33,0.2878,3009,26.2423,25,0.2180,100,0.8721
Livesey,E05000543,143.832,0.000,E09000028,Southwark,117347,25501.560779372255638,388.000000000000000,177.3010,2.6976,44058,306.3157,195,1.3557,557.0000000000000000,3.8726,32,0.2225,1696,11.7915,12,0.0834,65,0.4519
South Bermondsey,E05000550,97.363,0.000,E09000028,Southwark,51172,19194.841994712915039,294.000000000000000,197.1472,3.0196,50210,515.6990,144,1.4790,392.0000000000000000,4.0262,27,0.2773,1315,13.5062,10,0.1027,29,0.2979
Cathedrals,E05000536,176.822,18.584,E09000028,Southwark,117349,33711.319753592033521,534.000000000000000,190.6512,3.0200,409214,2314.2708,281,1.5892,919.0000000000000000,5.1973,86,0.4864,1962,11.0959,14,0.0792,111,0.6277
Grange,E05000542,121.453,0.000,E09000028,Southwark,117354,21965.868032007161673,340.000000000000000,180.8590,2.7994,75858,624.5873,163,1.3421,616.0000000000000000,5.0719,42,0.3458,1839,15.1417,10,0.0823,37,0.3046
Rotherhithe,E05000549,149.050,12.968,E09000028,Southwark,117355,20652.678543221569271,320.000000000000000,138.5621,2.1469,201606,1352.6065,150,1.0064,470.0000000000000000,3.1533,51,0.3422,3746,25.1325,22,0.1476,29,0.1946
Surrey Docks,E05000552,190.062,45.013,E09000028,Southwark,50733,21301.868263171516446,278.000000000000000,112.0785,1.4627,16241,85.4511,132,0.6945,333.0000000000000000,1.7521,45,0.2368,4477,23.5555,12,0.0631,2,0.0105
Chaucer,E05000537,81.977,0.000,E09000028,Southwark,50814,18067.090692098729050,310.000000000000000,220.3922,3.7815,114867,1401.2101,155,1.8908,582.0000000000000000,7.0996,29,0.3538,1746,21.2987,21,0.2562,41,0.5001
Bellingham,E05000437,308.471,0.000,E09000023,Lewisham,117089,34705.962046771426685,445.000000000000000,112.5096,1.4426,53855,174.5869,237,0.7683,657.0000000000000000,2.1299,47,0.1524,2090,6.7754,28,0.0908,45,0.1459
Telegraph Hill,E05000453,154.631,0.000,E09000023,Lewisham,117094,24111.377116405281413,276.000000000000000,155.9285,1.7849,47090,304.5314,144,0.9312,330.0000000000000000,2.1341,34,0.2199,1952,12.6236,8,0.0517,48,0.3104
Downham,E05000442,238.178,0.000,E09000023,Lewisham,117085,31846.623626439075451,370.000000000000000,133.7093,1.5535,17617,73.9657,190,0.7977,467.0000000000000000,1.9607,52,0.2183,185,0.7767,12,0.0504,51,0.2141
Whitefoot,E05000454,223.004,0.000,E09000023,Lewisham,117086,38825.581460178153065,459.000000000000000,174.1026,2.0583,93400,418.8266,250,1.1211,655.0000000000000000,2.9372,32,0.1435,2,0.0090,6,0.0269,27,0.1211
Blackheath,E05000438,231.823,0.000,E09000023,Lewisham,117096,35788.039703275404463,498.000000000000000,154.3766,2.1482,82785,357.1043,250,1.0784,822.0000000000000000,3.5458,54,0.2329,12,0.0518,13,0.0561,37,0.1596
Sydenham,E05000452,174.372,0.000,E09000023,Lewisham,117087,28292.159651325244340,370.000000000000000,162.2517,2.1219,96309,552.3192,188,1.0782,518.0000000000000000,2.9707,40,0.2294,1758,10.0819,9,0.0516,38,0.2179
Forest Hill,E05000444,182.785,0.000,E09000023,Lewisham,51164,29504.228045559673774,409.000000000000000,161.4149,2.2376,48418,264.8904,204,1.1161,589.0000000000000000,3.2224,45,0.2462,1635,8.9449,7,0.0383,37,0.2024
Perry Vale,E05000450,168.450,0.000,E09000023,Lewisham,117088,28946.295633439189260,364.000000000000000,171.8391,2.1609,0,0.0000,193,1.1457,483.0000000000000000,2.8673,24,0.1425,1953,11.5939,6,0.0356,33,0.1959
Rushey Green,E05000451,178.524,0.000,E09000023,Lewisham,117090,24852.394204903535865,338.000000000000000,139.2104,1.8933,102728,575.4296,176,0.9859,501.0000000000000000,2.8063,62,0.3473,127,0.7114,11,0.0616,74,0.4145
Catford South,E05000440,186.655,0.000,E09000023,Lewisham,117091,27121.945407922739832,231.000000000000000,145.3052,1.2376,0,0.0000,115,0.6161,298.0000000000000000,1.5965,30,0.1607,29,0.1554,3,0.0161,28,0.1500
Crofton Park,E05000441,171.962,0.000,E09000023,Lewisham,117100,25582.104438835249312,307.000000000000000,148.7660,1.7853,32069,186.4889,158,0.9188,413.0000000000000000,2.4017,41,0.2384,11,0.0640,14,0.0814,14,0.0814
Ladywell,E05000446,160.598,0.000,E09000023,Lewisham,117092,23575.913394766099373,241.000000000000000,146.8008,1.5006,42235,262.9858,133,0.8282,290.0000000000000000,1.8058,46,0.2864,5,0.0311,4,0.0249,35,0.2179
Lewisham Central,E05000448,206.203,0.000,E09000023,Lewisham,117093,32609.604500583529443,429.000000000000000,158.1432,2.0805,137027,664.5248,221,1.0718,649.0000000000000000,3.1474,82,0.3977,140,0.6789,16,0.0776,98,0.4753
Brockley,E05000439,168.183,0.000,E09000023,Lewisham,117095,28078.120070843531721,353.000000000000000,166.9498,2.0989,134835,801.7160,189,1.1238,528.0000000000000000,3.1394,39,0.2319,40,0.2378,7,0.0416,91,0.5411
New Cross,E05000449,181.114,1.407,E09000023,Lewisham,117097,28014.802235243379982,390.000000000000000,154.6805,2.1533,174147,961.5325,180,0.9938,565.0000000000000000,3.1196,36,0.1988,2152,11.8820,18,0.0994,33,0.1822
Grove Park,E05000445,239.291,0.000,E09000023,Lewisham,117098,34166.163218532259634,416.000000000000000,142.7808,1.7385,10833,45.2712,231,0.9654,537.0000000000000000,2.2441,61,0.2549,61,0.2549,7,0.0293,42,0.1755
Lee Green,E05000447,179.842,0.000,E09000023,Lewisham,117099,27417.867711641887581,323.000000000000000,152.4553,1.7960,84291,468.6947,167,0.9286,474.0000000000000000,2.6356,36,0.2002,72,0.4004,10,0.0556,47,0.2613
Evelyn,E05000443,177.620,15.388,E09000023,Lewisham,117101,25417.301861772157281,366.000000000000000,143.0993,2.0606,42110,237.0792,183,1.0303,517.0000000000000000,2.9107,29,0.1633,2336,13.1517,16,0.0901,53,0.2984
Middle Park and Sutcliffe,E05000224,329.143,0.000,E09000011,Greenwich,117371,35657.973651604450424,407.000000000000000,108.3358,1.2365,133212,404.7238,215,0.6532,568.0000000000000000,1.7257,48,0.1458,808,2.4549,14,0.0425,44,0.1337
Coldharbour and New Eltham,E05000217,254.935,0.000,E09000011,Greenwich,117370,34158.767727138059854,352.000000000000000,133.9901,1.3807,73759,289.3247,204,0.8002,477.0000000000000000,1.8711,33,0.1294,1148,4.5031,16,0.0628,27,0.1059
Eltham South,E05000219,462.641,0.000,E09000011,Greenwich,117367,38753.687136017775629,420.000000000000000,83.7662,0.9078,32616,70.4996,212,0.4582,608.0000000000000000,1.3142,54,0.1167,909,1.9648,8,0.0173,34,0.0735
Shooters Hill,E05000227,377.072,0.000,E09000011,Greenwich,117368,34095.191001065613818,421.000000000000000,90.4209,1.1165,20362,54.0003,225,0.5967,656.0000000000000000,1.7397,33,0.0875,946,2.5088,4,0.0106,24,0.0636
Peninsula,E05000225,449.194,107.254,E09000011,Greenwich,117376,52209.970314803773363,614.000000000000000,116.2303,1.3669,242460,539.7668,333,0.7413,934.0000000000000000,2.0793,83,0.1848,1228,2.7338,57,0.1269,89,0.1981
Woolwich Riverside,E05000230,326.109,72.317,E09000011,Greenwich,117378,39044.078624886948091,492.000000000000000,119.7271,1.5087,125732,385.5521,249,0.7635,598.0000000000000000,1.8337,76,0.2331,585,1.7939,28,0.0859,46,0.1411
Greenwich West,E05000222,279.234,26.431,E09000011,Greenwich,117369,33705.729496196319815,463.000000000000000,120.7078,1.6581,130931,468.8935,234,0.8380,658.0000000000000000,2.3564,74,0.2650,315,1.1281,31,0.1110,68,0.2435
Eltham West,E05000220,242.564,0.000,E09000011,Greenwich,117382,35619.564271920826286,415.000000000000000,146.8460,1.7109,171166,705.6529,215,0.8864,616.0000000000000000,2.5395,59,0.2432,464,1.9129,15,0.0618,45,0.1855
Blackheath Westcombe,E05000215,213.815,0.000,E09000011,Greenwich,117373,32834.634186302930175,401.000000000000000,153.5656,1.8755,245906,1150.0877,200,0.9354,614.0000000000000000,2.8716,42,0.1964,672,3.1429,8,0.0374,35,0.1637
Kidbrooke with Hornfair,E05000223,237.454,0.000,E09000011,Greenwich,117374,30364.462572735541471,328.000000000000000,127.8751,1.3813,108202,455.6756,166,0.6991,373.0000000000000000,1.5708,45,0.1895,908,3.8239,9,0.0379,36,0.1516
Eltham North,E05000218,255.512,0.000,E09000011,Greenwich,117372,33837.634360109244881,340.000000000000000,132.4307,1.3307,124593,487.6209,174,0.6810,477.0000000000000000,1.8668,45,0.1761,1187,4.6456,5,0.0196,12,0.0470
Charlton,E05000216,203.120,0.000,E09000011,Greenwich,117377,27153.553075336978509,300.000000000000000,133.6823,1.4770,14708,72.4104,161,0.7926,386.0000000000000000,1.9004,28,0.1378,757,3.7269,1,0.0049,10,0.0492
Woolwich Common,E05000229,262.035,0.000,E09000011,Greenwich,117375,34995.571535275717906,449.000000000000000,133.5530,1.7135,27390,104.5280,224,0.8548,579.0000000000000000,2.2096,50,0.1908,285,1.0876,11,0.0420,54,0.2061
Plumstead,E05000226,234.189,0.000,E09000011,Greenwich,117380,34098.832870499150886,420.000000000000000,145.6039,1.7934,50474,215.5268,210,0.8967,491.0000000000000000,2.0966,34,0.1452,735,3.1385,9,0.0384,37,0.1580
Glyndon,E05000221,170.196,15.420,E09000011,Greenwich,117379,24920.742487699477351,314.000000000000000,146.4238,1.8449,72669,426.9724,149,0.8755,345.0000000000000000,2.0271,41,0.2409,646,3.7956,18,0.1058,24,0.1410
Thamesmead Moorings,E05000228,481.256,89.362,E09000011,Greenwich,50872,42415.681663497613044,485.000000000000000,88.1354,1.0078,82115,170.6264,249,0.5174,643.0000000000000000,1.3361,56,0.1164,735,1.5273,58,0.1205,30,0.0623
Abbey Wood,E05000214,265.721,0.000,E09000011,Greenwich,117381,36757.239036570703320,486.000000000000000,138.3302,1.8290,6127,23.0580,264,0.9935,636.0000000000000000,2.3935,50,0.1882,694,2.6118,1,0.0038,25,0.0941
Longlands,E05000078,259.723,0.000,E09000004,Bexley,117119,33156.677090081459028,340.000000000000000,127.6617,1.3091,133510,514.0477,180,0.6930,408.0000000000000000,1.5709,35,0.1348,1059,4.0774,7,0.0270,14,0.0539
Blackfen and Lamorbey,E05000066,168.558,0.000,E09000004,Bexley,117121,31131.623208405671903,386.000000000000000,184.6938,2.2900,0,0.0000,205,1.2162,553.0000000000000000,3.2808,27,0.1602,1047,6.2115,1,0.0059,9,0.0534
Cray Meadows,E05000072,719.031,0.000,E09000004,Bexley,117118,44717.968372423718392,404.000000000000000,62.1920,0.5619,90292,125.5746,209,0.2907,461.0000000000000000,0.6411,54,0.0751,967,1.3449,22,0.0306,32,0.0445
Sidcup,E05000083,270.347,0.000,E09000004,Bexley,117120,31797.650034153026354,398.000000000000000,117.6179,1.4722,49753,184.0339,206,0.7620,552.0000000000000000,2.0418,52,0.1923,871,3.2218,8,0.0296,24,0.0888
St. Mary's,E05000081,442.853,0.000,E09000004,Bexley,50888,40387.708709137201367,433.000000000000000,91.1989,0.9778,191393,432.1818,236,0.5329,585.0000000000000000,1.3210,42,0.0948,606,1.3684,20,0.0452,27,0.0610
Crayford,E05000071,397.229,0.451,E09000004,Bexley,117126,39522.344744011847069,458.000000000000000,99.4951,1.1530,156941,395.0895,230,0.5790,490.0000000000000000,1.2335,50,0.1259,207,0.5211,16,0.0403,32,0.0806
North End,E05000079,568.001,122.841,E09000004,Bexley,50918,33278.532869888113055,358.000000000000000,58.5889,0.6303,287,0.5053,181,0.3187,441.0000000000000000,0.7764,36,0.0634,100,0.1761,17,0.0299,7,0.0123
Erith,E05000075,475.333,131.166,E09000004,Bexley,117129,37302.438078655075515,446.000000000000000,78.4764,0.9383,11899,25.0330,220,0.4628,604.0000000000000000,1.2707,61,0.1283,489,1.0288,16,0.0337,33,0.0694
Belvedere,E05000065,317.549,30.441,E09000004,Bexley,117130,36210.962572890399315,451.000000000000000,114.0327,1.4203,6640,20.9102,224,0.7054,554.0000000000000000,1.7446,41,0.1291,130,0.4094,17,0.0535,18,0.0567
Thamesmead East,E05000084,483.369,85.721,E09000004,Bexley,50862,35822.360263592534466,391.000000000000000,74.1098,0.8089,41297,85.4358,191,0.3951,491.0000000000000000,1.0158,25,0.0517,291,0.6020,18,0.0372,19,0.0393
Falconwood and Welling,E05000076,167.026,0.000,E09000004,Bexley,117122,31481.611529111800337,338.000000000000000,188.4833,2.0236,101442,607.3426,188,1.1256,546.0000000000000000,3.2690,39,0.2335,611,3.6581,10,0.0599,22,0.1317
East Wickham,E05000074,217.313,0.000,E09000004,Bexley,50877,27847.800906525455503,315.000000000000000,128.1460,1.4495,30489,140.2999,164,0.7547,375.0000000000000000,1.7256,27,0.1242,535,2.4619,6,0.0276,19,0.0874
Blendon and Penhill,E05000067,209.790,0.000,E09000004,Bexley,50890,36228.186226212594192,415.000000000000000,172.6879,1.9782,89779,427.9470,225,1.0725,611.0000000000000000,2.9124,33,0.1573,1163,5.5436,17,0.0810,41,0.1954
Danson Park,E05000073,271.324,0.000,E09000004,Bexley,117123,31889.972863623926969,387.000000000000000,117.5347,1.4263,230718,850.3413,195,0.7187,533.0000000000000000,1.9644,28,0.1032,317,1.1683,14,0.0516,45,0.1659
Christchurch,E05000069,255.207,0.000,E09000004,Bexley,117124,36516.682268782780739,458.000000000000000,143.0865,1.7946,202555,793.6890,238,0.9326,669.0000000000000000,2.6214,48,0.1881,584,2.2883,18,0.0705,54,0.2116
St. Michael's,E05000082,144.814,0.000,E09000004,Bexley,50864,21104.011791657732829,200.000000000000000,145.7318,1.3811,0,0.0000,111,0.7665,254.0000000000000000,1.7540,26,0.1795,448,3.0936,5,0.0345,2,0.0138
Brampton,E05000068,196.746,0.000,E09000004,Bexley,50883,27913.548363306836109,276.000000000000000,141.8761,1.4028,0,0.0000,156,0.7929,366.0000000000000000,1.8603,36,0.1830,494,2.5109,7,0.0356,18,0.0915
Northumberland Heath,E05000080,175.282,0.000,E09000004,Bexley,117127,29303.044793854798627,336.000000000000000,167.1766,1.9169,19706,112.4246,183,1.0440,494.0000000000000000,2.8183,23,0.1312,528,3.0123,2,0.0114,14,0.0799
Barnehurst,E05000064,287.740,0.000,E09000004,Bexley,117125,32408.461775480023789,345.000000000000000,112.6311,1.1990,89096,309.6406,181,0.6290,522.0000000000000000,1.8141,48,0.1668,581,2.0192,15,0.0521,22,0.0765
Colyers,E05000070,164.393,0.000,E09000004,Bexley,117128,25059.790794183703838,272.000000000000000,152.4383,1.6546,32565,198.0924,145,0.8820,340.0000000000000000,2.0682,15,0.0912,353,2.1473,9,0.0547,15,0.0912
Lesnes Abbey,E05000077,237.019,0.000,E09000004,Bexley,117117,28470.307265061837825,347.000000000000000,120.1182,1.4640,7250,30.5883,180,0.7594,543.0000000000000000,2.2910,41,0.1730,207,0.8733,7,0.0295,8,0.0338
Chase,E05000195,1693.541,0.000,E09000010,Enfield,117071,63726.759563567058649,463.000000000000000,37.6293,0.2734,205170,121.1485,231,0.1364,642.0000000000000000,0.3791,63,0.0372,18560,10.9593,13,0.0077,68,0.0402
Winchmore Hill,E05000213,276.070,0.000,E09000010,Enfield,117075,29779.544278175198997,338.000000000000000,107.8695,1.2243,0,0.0000,173,0.6267,513.0000000000000000,1.8582,29,0.1050,3344,12.1129,1,0.0036,22,0.0797
Cockfosters,E05000196,1041.279,0.000,E09000010,Enfield,117065,57027.577516251352790,531.000000000000000,54.7669,0.5099,137824,132.3603,291,0.2795,728.0000000000000000,0.6991,96,0.0922,15225,14.6214,24,0.0230,28,0.0269
Highlands,E05000202,508.803,0.000,E09000010,Enfield,117068,39569.010391653806437,451.000000000000000,77.7688,0.8864,33185,65.2217,244,0.4796,602.0000000000000000,1.1832,47,0.0924,3501,6.8809,16,0.0314,13,0.0256
Upper Edmonton,E05000212,264.240,0.000,E09000010,Enfield,117069,42052.963456108518585,503.000000000000000,159.1468,1.9036,75796,286.8453,253,0.9575,814.0000000000000000,3.0805,41,0.1552,1010,3.8223,35,0.1325,61,0.2309
Palmers Green,E05000205,194.212,0.000,E09000010,Enfield,117074,35538.948974225299025,432.000000000000000,182.9905,2.2244,115274,593.5473,234,1.2049,689.0000000000000000,3.5477,25,0.1287,905,4.6599,14,0.0721,58,0.2986
Edmonton Green,E05000197,312.642,0.000,E09000010,Enfield,117076,41629.271564276350546,505.000000000000000,133.1532,1.6153,234207,749.1220,260,0.8316,722.0000000000000000,2.3094,63,0.2015,2120,6.7809,26,0.0832,75,0.2399
Lower Edmonton,E05000204,218.248,0.000,E09000010,Enfield,117077,27475.916815108445007,315.000000000000000,125.8931,1.4433,0,0.0000,163,0.7469,406.0000000000000000,1.8603,38,0.1741,567,2.5980,6,0.0275,38,0.1741
Grange,E05000200,328.516,0.000,E09000010,Enfield,117067,38459.919748245956725,436.000000000000000,117.0717,1.3272,43380,132.0484,209,0.6362,607.0000000000000000,1.8477,58,0.1766,1104,3.3606,5,0.0152,25,0.0761
Jubilee,E05000203,392.833,0.000,E09000010,Enfield,117078,37859.210251139280444,469.000000000000000,96.3748,1.1939,80712,205.4614,250,0.6364,918.0000000000000000,2.3369,29,0.0738,1568,3.9915,15,0.0382,30,0.0764
Ponders End,E05000206,354.296,0.000,E09000010,Enfield,117081,33044.992602914862800,350.000000000000000,93.2694,0.9879,41475,117.0631,186,0.5250,525.0000000000000000,1.4818,47,0.1327,841,2.3737,16,0.0452,61,0.1722
Enfield Highway,E05000198,463.653,0.000,E09000010,Enfield,117082,40584.211204091363470,486.000000000000000,87.5314,1.0482,25495,54.9872,252,0.5435,756.0000000000000000,1.6305,37,0.0798,1675,3.6126,31,0.0669,33,0.0712
Bowes,E05000193,148.337,0.000,E09000010,Enfield,117073,23248.118065874012245,268.000000000000000,156.7250,1.8067,16629,112.1028,130,0.8764,505.0000000000000000,3.4044,23,0.1551,749,5.0493,7,0.0472,69,0.4652
Southgate Green,E05000209,261.351,0.000,E09000010,Enfield,117072,35437.905695401059347,420.000000000000000,135.5951,1.6070,240287,919.4034,221,0.8456,634.0000000000000000,2.4259,58,0.2219,2622,10.0325,9,0.0344,57,0.2181
Southgate,E05000208,268.727,0.000,E09000010,Enfield,117066,34359.343521124501422,459.000000000000000,127.8597,1.7081,31970,118.9683,237,0.8819,567.0000000000000000,2.1099,51,0.1898,3409,12.6857,16,0.0595,30,0.1116
Haselbury,E05000201,179.602,0.000,E09000010,Enfield,117084,29118.974710155591310,369.000000000000000,162.1306,2.0545,87941,489.6438,187,1.0412,664.0000000000000000,3.6971,25,0.1392,1152,6.4142,17,0.0947,17,0.0947
Bush Hill Park,E05000194,252.449,0.000,E09000010,Enfield,117070,36899.487300866458099,485.000000000000000,146.1661,1.9212,0,0.0000,245,0.9705,698.0000000000000000,2.7649,65,0.2575,1937,7.6728,6,0.0238,25,0.0990
Town,E05000210,223.140,0.000,E09000010,Enfield,117080,33361.652084647554148,430.000000000000000,149.5100,1.9270,42793,191.7765,215,0.9635,694.0000000000000000,3.1102,50,0.2241,1250,5.6019,19,0.0851,20,0.0896
Southbury,E05000207,286.704,0.000,E09000010,Enfield,117079,34782.147480481748062,454.000000000000000,121.3173,1.5835,0,0.0000,235,0.8197,801.0000000000000000,2.7938,56,0.1953,1515,5.2842,42,0.1465,67,0.2337
Turkey Street,E05000211,226.150,0.000,E09000010,Enfield,117083,34689.632438422500854,414.000000000000000,153.3921,1.8306,98427,435.2288,212,0.9374,651.0000000000000000,2.8786,27,0.1194,1928,8.5253,22,0.0973,51,0.2255
Enfield Lock,E05000199,325.231,0.000,E09000010,Enfield,50605,36533.250916285673156,411.000000000000000,112.3302,1.2637,164645,506.2402,206,0.6334,547.0000000000000000,1.6819,31,0.0953,2076,6.3832,46,0.1414,22,0.0676
Leyton,E05000604,203.218,0.000,E09000031,Waltham Forest,50808,25911.912231975278701,336.000000000000000,127.5080,1.6534,43636,214.7251,163,0.8021,502.0000000000000000,2.4703,26,0.1279,2746,13.5126,11,0.0541,57,0.2805
High Street,E05000599,305.893,0.000,E09000031,Waltham Forest,50677,24098.032648274824169,276.000000000000000,78.7793,0.9023,12153,39.7296,146,0.4773,325.0000000000000000,1.0625,60,0.1961,1648,5.3875,8,0.0262,41,0.1340
Higham Hill,E05000600,322.124,0.000,E09000031,Waltham Forest,50613,25682.177213108538126,296.000000000000000,79.7276,0.9189,20307,63.0409,154,0.4781,398.0000000000000000,1.2355,34,0.1055,1668,5.1781,15,0.0466,34,0.1055
Valley,E05000607,198.482,0.000,E09000031,Waltham Forest,50612,31942.197356999349722,351.000000000000000,160.9325,1.7684,269679,1358.7076,180,0.9069,530.0000000000000000,2.6703,34,0.1713,1900,9.5727,19,0.0957,45,0.2267
Chingford Green,E05000593,372.664,0.000,E09000031,Waltham Forest,50614,31860.752778941354336,346.000000000000000,85.4946,0.9285,84299,226.2064,176,0.4723,476.0000000000000000,1.2773,61,0.1637,1755,4.7093,0,0.0000,35,0.0939
Cathall,E05000591,105.712,0.000,E09000031,Waltham Forest,50807,16471.831689629882021,179.000000000000000,155.8180,1.6933,14521,137.3638,90,0.8514,227.0000000000000000,2.1473,25,0.2365,1593,15.0692,5,0.0473,18,0.1703
Lea Bridge,E05000603,264.686,0.000,E09000031,Waltham Forest,50683,26545.823318933675182,291.000000000000000,100.2918,1.0994,45786,172.9823,147,0.5554,351.0000000000000000,1.3261,35,0.1322,2461,9.2978,27,0.1020,94,0.3551
Markhouse,E05000606,145.704,0.000,E09000031,Waltham Forest,50692,20085.228763925129897,252.000000000000000,137.8495,1.7295,0,0.0000,131,0.8991,330.0000000000000000,2.2649,20,0.1373,2168,14.8795,5,0.0343,17,0.1167
Grove Green,E05000596,89.582,0.000,E09000031,Waltham Forest,50685,17858.943841651915136,207.000000000000000,199.3586,2.3107,126336,1410.2833,114,1.2726,281.0000000000000000,3.1368,18,0.2009,1402,15.6505,3,0.0335,18,0.2009
Forest,E05000595,198.605,0.000,E09000031,Waltham Forest,51314,24578.970024509053474,270.000000000000000,123.7581,1.3595,37402,188.3236,139,0.6999,384.0000000000000000,1.9335,35,0.1762,1191,5.9968,3,0.0151,36,0.1813
William Morris,E05000608,99.919,0.000,E09000031,Waltham Forest,50690,16380.490586648436874,188.000000000000000,163.9377,1.8815,11141,111.5003,90,0.9007,260.0000000000000000,2.6021,25,0.2502,1484,14.8520,8,0.0801,25,0.2502
Hoe Street,E05000601,110.006,0.000,E09000031,Waltham Forest,50686,19165.433642474683438,248.000000000000000,174.2217,2.2544,26977,245.2321,122,1.1090,316.0000000000000000,2.8726,27,0.2454,1534,13.9447,10,0.0909,40,0.3636
Wood Street,E05000609,185.011,0.000,E09000031,Waltham Forest,50688,23418.120410883151635,288.000000000000000,126.5769,1.5567,54675,295.5230,146,0.7891,393.0000000000000000,2.1242,36,0.1946,1810,9.7832,9,0.0486,41,0.2216
Chapel End,E05000592,185.015,0.000,E09000031,Waltham Forest,50689,21680.235533185743407,198.000000000000000,117.1810,1.0702,41976,226.8789,94,0.5081,301.0000000000000000,1.6269,28,0.1513,2406,13.0044,22,0.1189,46,0.2486
Hale End and Highams Park,E05000597,234.689,0.000,E09000031,Waltham Forest,50603,27505.759125940825470,300.000000000000000,117.2009,1.2783,343522,1463.7329,153,0.6519,362.0000000000000000,1.5425,30,0.1278,2289,9.7533,8,0.0341,31,0.1321
Cann Hall,E05000590,85.788,0.000,E09000031,Waltham Forest,51317,17035.977145506018132,219.000000000000000,198.5823,2.5528,0,0.0000,115,1.3405,232.0000000000000000,2.7043,17,0.1982,1332,15.5266,0,0.0000,13,0.1515
Larkswood,E05000602,206.570,0.000,E09000031,Waltham Forest,50601,28863.650827209043200,416.000000000000000,139.7282,2.0138,17510,84.7655,208,1.0069,709.0000000000000000,3.4323,24,0.1162,5701,27.5984,8,0.0387,7,0.0339
Endlebury,E05000594,194.912,0.000,E09000031,Waltham Forest,50602,26938.297215556238370,288.000000000000000,138.2075,1.4776,0,0.0000,154,0.7901,351.0000000000000000,1.8008,42,0.2155,3285,16.8538,1,0.0051,23,0.1180
Hatch Lane,E05000598,241.621,0.000,E09000031,Waltham Forest,51311,30482.804615632376226,317.000000000000000,126.1596,1.3120,27878,115.3790,172,0.7119,425.0000000000000000,1.7590,25,0.1035,2938,12.1595,4,0.0166,9,0.0372
Leytonstone,E05000605,130.591,0.000,E09000031,Waltham Forest,51313,23153.814104501816473,244.000000000000000,177.3002,1.8684,125518,961.1535,131,1.0031,279.0000000000000000,2.1364,32,0.2450,1477,11.3101,20,0.1531,48,0.3676
Wanstead,E05000515,519.133,0.000,E09000026,Redbridge,116755,34309.059139626122487,318.000000000000000,66.0892,0.6126,374165,720.7498,163,0.3140,354.0000000000000000,0.6819,37,0.0713,2808,5.4090,17,0.0327,56,0.1079
Cranbrook,E05000502,240.079,0.000,E09000026,Redbridge,51304,29621.810487589700642,321.000000000000000,123.3836,1.3371,110831,461.6439,181,0.7539,413.0000000000000000,1.7203,30,0.1250,4637,19.3145,16,0.0666,78,0.3249
Newbury,E05000510,212.023,0.000,E09000026,Redbridge,51302,29574.856558531959308,343.000000000000000,139.4889,1.6177,0,0.0000,186,0.8773,464.0000000000000000,2.1884,31,0.1462,2013,9.4943,8,0.0377,60,0.2830
